ROIid;ROIabbr;ROIname;ROIcolor
G_Frontal_Sup;lG_Fronta;166 6 178
G_Frontal_Sup;rG_Fronta;82 164 124
G_Frontal_Sup;lG_Fronta;104 82 156
G_Frontal_Sup;rG_Fronta;62 138 238
G_Frontal_Sup;lG_Fronta;200 140 60
G_Frontal_Sup;rG_Fronta;176 76 52
S_Sup_Frontal;lS_Sup_Fr;150 34 56
S_Sup_Frontal;rS_Sup_Fr;186 218 110
S_Sup_Frontal;lS_Sup_Fr;208 38 204
S_Sup_Frontal;rS_Sup_Fr;90 32 124
S_Sup_Frontal;lS_Sup_Fr;208 206 36
S_Sup_Frontal;rS_Sup_Fr;218 154 220
S_Sup_Frontal;lS_Sup_Fr;32 94 144
S_Sup_Frontal;rS_Sup_Fr;146 250 238
S_Sup_Frontal;lS_Sup_Fr;208 66 124
S_Sup_Frontal;rS_Sup_Fr;100 8 148
S_Sup_Frontal;lS_Sup_Fr;40 44 8
S_Sup_Frontal;rS_Sup_Fr;52 226 66
G_Frontal_Mid;lG_Fronta;38 12 166
G_Frontal_Mid;rG_Fronta;50 184 94
G_Frontal_Mid;lG_Fronta;114 118 140
G_Frontal_Mid;rG_Fronta;146 104 26
G_Frontal_Mid;lG_Fronta;248 126 208
G_Frontal_Mid;rG_Fronta;192 204 44
G_Frontal_Mid;lG_Fronta;218 196 194
G_Frontal_Mid;rG_Fronta;40 182 128
G_Frontal_Mid;lG_Fronta;232 254 230
G_Frontal_Mid;rG_Fronta;14 174 250
S_Inf_Frontal;lS_Inf_Fr;48 152 0
S_Inf_Frontal;rS_Inf_Fr;104 172 46
S_Inf_Frontal;lS_Inf_Fr;218 156 58
S_Inf_Frontal;rS_Inf_Fr;166 220 98
G_Frontal_Inf_Tri;lG_Fronta;230 184 200
G_Frontal_Inf_Tri;rG_Fronta;216 210 226
G_Frontal_Sup_Orb;lG_Fronta;184 160 120
G_Frontal_Sup_Orb;rG_Fronta;156 94 190
G_Frontal_Mid_Orb;lG_Fronta;216 122 252
G_Frontal_Mid_Orb;rG_Fronta;118 102 144
G_Frontal_Mid_Orb;lG_Fronta;208 0 170
G_Frontal_Mid_Orb;rG_Fronta;88 22 196
G_Frontal_Inf_Orb;lG_Fronta;102 80 102
G_Frontal_Inf_Orb;rG_Fronta;130 250 70
G_Frontal_Inf_Orb;lG_Fronta;144 68 138
G_Frontal_Inf_Orb;rG_Fronta;212 36 114
S_Orbital;lS_Orbita;10 80 64
S_Orbital;rS_Orbita;206 208 182
S_Orbital;lS_Orbita;44 54 206
S_Orbital;rS_Orbita;88 80 82
S_Olfactory;lS_Olfact;114 82 54
S_Olfactory;rS_Olfact;250 44 252
S_Precentral;lS_Precen;194 148 112
S_Precentral;rS_Precen;190 198 228
S_Precentral;lS_Precen;40 250 186
S_Precentral;rS_Precen;98 222 94
S_Precentral;lS_Precen;48 26 124
S_Precentral;rS_Precen;80 42 214
S_Precentral;lS_Precen;54 62 192
S_Precentral;rS_Precen;6 202 110
S_Precentral;lS_Precen;96 64 132
S_Precentral;rS_Precen;54 36 210
S_Precentral;lS_Precen;186 86 204
S_Precentral;rS_Precen;86 186 140
S_Rolando;lS_Roland;202 248 66
S_Rolando;rS_Roland;108 164 130
S_Rolando;lS_Roland;8 46 62
S_Rolando;rS_Roland;124 174 86
S_Rolando;lS_Roland;176 86 226
S_Rolando;rS_Roland;8 2 242
S_Rolando;lS_Roland;84 0 234
S_Rolando;rS_Roland;42 12 22
S_Postcentral;lS_Postce;246 188 234
S_Postcentral;rS_Postce;52 150 88
S_Postcentral;lS_Postce;40 8 208
S_Postcentral;rS_Postce;240 88 152
S_Postcentral;lS_Postce;0 10 136
S_Postcentral;rS_Postce;242 0 228
G_Parietal_Sup;lG_Pariet;46 218 100
G_Parietal_Sup;rG_Pariet;106 120 182
G_Parietal_Sup;lG_Pariet;68 98 184
G_Parietal_Sup;rG_Pariet;140 184 158
G_Parietal_Sup;lG_Pariet;220 208 58
G_Parietal_Sup;rG_Pariet;232 232 96
G_Parietal_Sup;lG_Pariet;200 52 196
G_Parietal_Sup;rG_Pariet;82 210 150
G_Parietal_Sup;lG_Pariet;214 178 120
G_Parietal_Sup;rG_Pariet;198 12 2
G_Supramarginal;lG_Supram;182 134 162
G_Supramarginal;rG_Supram;182 230 152
G_SupraMarginal;lG_SupraM;30 208 194
G_SupraMarginal;rG_SupraM;122 100 48
G_Supramarginal;lG_Supram;192 170 32
G_Supramarginal;rG_Supram;60 30 58
G_Supramarginal;lG_Supram;28 210 18
G_Supramarginal;rG_Supram;138 164 108
G_SupraMarginal;lG_SupraM;70 24 190
G_SupraMarginal;rG_SupraM;166 236 98
G_SupraMarginal;lG_SupraM;0 234 106
G_SupraMarginal;rG_SupraM;128 16 72
G_SupraMarginal;lG_SupraM;6 32 40
G_SupraMarginal;rG_SupraM;76 178 28
G_Angular;lG_Angula;150 8 194
G_Angular;rG_Angula;136 60 172
G_Angular;lG_Angula;58 164 58
G_Angular;rG_Angula;142 86 86
G_Angular;lG_Angula;38 168 196
G_Angular;rG_Angula;150 24 130
G_Parietal_Inf;lG_Pariet;174 4 234
G_Parietal_Inf;rG_Pariet;182 0 118
S_Intraparietal;lS_Intrap;68 190 186
S_Intraparietal;rS_Intrap;170 66 42
S_Intraparietal;lS_Intrap;120 38 26
S_Intraparietal;rS_Intrap;40 152 52
S_Intraparietal;lS_Intrap;26 74 246
S_Intraparietal;rS_Intrap;68 64 74
S_Intraoccipital;lS_Intrao;46 80 180
S_Intraoccipital;rS_Intrao;194 214 82
G_Occipital_Pole;lG_Occipi;10 200 90
G_Occipital_Pole;rG_Occipi;198 216 110
G_Occipital_Lat;lG_Occipi;150 60 144
G_Occipital_Lat;rG_Occipi;108 108 230
G_Occipital_Lat;lG_Occipi;236 84 126
G_Occipital_Lat;rG_Occipi;152 88 94
G_Occipital_Lat;lG_Occipi;106 206 148
G_Occipital_Lat;rG_Occipi;116 196 8
G_Occipital_Lat;lG_Occipi;144 72 248
G_Occipital_Lat;rG_Occipi;90 86 16
G_Occipital_Lat;lG_Occipi;20 136 142
G_Occipital_Lat;rG_Occipi;136 132 44
G_Occipital_Sup;lG_Occipi;12 116 242
G_Occipital_Sup;rG_Occipi;144 26 124
G_Occipital_Sup;lG_Occipi;160 38 30
G_Occipital_Sup;rG_Occipi;240 0 84
G_Occipital_Mid;lG_Occipi;186 178 52
G_Occipital_Mid;rG_Occipi;244 8 250
G_Occipital_Mid;lG_Occipi;134 102 94
G_Occipital_Mid;rG_Occipi;188 124 26
G_Occipital_Mid;lG_Occipi;194 50 74
G_Occipital_Mid;rG_Occipi;50 130 136
G_Occipital_Mid;lG_Occipi;144 4 134
G_Occipital_Mid;rG_Occipi;12 154 22
G_Occipital_Inf;lG_Occipi;196 198 222
G_Occipital_Inf;rG_Occipi;82 178 194
G_Occipital_Inf;lG_Occipi;236 90 120
G_Occipital_Inf;rG_Occipi;0 172 100
G_Insulaa;lG_Insula;228 68 4
G_Insulaa;rG_Insula;234 170 26
G_Insulaa;lG_Insula;134 84 52
G_Insulaa;rG_Insula;26 196 236
G_Insulaa;lG_Insula;186 6 20
G_Insulaa;rG_Insula;54 206 90
G_Insulaa;lG_Insula;102 72 76
G_Insulaa;rG_Insula;250 210 42
G_Insulaa;lG_Insula;242 220 238
G_Insulaa;rG_Insula;10 122 204
G_Insulap;lG_Insula;246 190 202
G_Insulap;rG_Insula;130 162 20
G_Rolandic_Oper;lG_Roland;52 66 100
G_Rolandic_Oper;rG_Roland;32 22 136
G_Rolandic_Oper;lG_Roland;44 154 192
G_Rolandic_Oper;rG_Roland;118 222 182
G_Temporal_Sup;lG_Tempor;114 62 122
G_Temporal_Sup;rG_Tempor;8 8 0
G_Temporal_Sup;lG_Tempor;238 140 192
G_Temporal_Sup;rG_Tempor;96 30 96
G_Temporal_Sup;lG_Tempor;146 32 198
G_Temporal_Sup;rG_Tempor;132 174 206
G_Temporal_Sup;lG_Tempor;118 82 124
G_Temporal_Sup;rG_Tempor;128 0 46
S_Sup_Temporal;lS_Sup_Te;42 208 220
S_Sup_Temporal;rS_Sup_Te;68 164 242
S_Sup_Temporal;lS_Sup_Te;134 92 214
S_Sup_Temporal;rS_Sup_Te;8 152 240
S_Sup_Temporal;lS_Sup_Te;172 40 156
S_Sup_Temporal;rS_Sup_Te;188 88 220
S_Sup_Temporal;lS_Sup_Te;48 122 48
S_Sup_Temporal;rS_Sup_Te;82 156 44
S_Sup_Temporal;lS_Sup_Te;224 86 2
S_Sup_Temporal;rS_Sup_Te;82 108 216
G_Temporal_Mid;lG_Tempor;196 172 34
G_Temporal_Mid;rG_Tempor;192 86 12
G_Temporal_Mid;lG_Tempor;216 224 188
G_Temporal_Mid;rG_Tempor;62 22 76
G_Temporal_Mid;lG_Tempor;248 30 26
G_Temporal_Mid;rG_Tempor;80 248 88
G_Temporal_Mid;lG_Tempor;190 250 10
G_Temporal_Mid;rG_Tempor;140 164 76
G_Temporal_Inf;lG_Tempor;172 162 94
G_Temporal_Inf;rG_Tempor;160 232 166
G_Temporal_Inf;lG_Tempor;72 56 40
G_Temporal_Inf;rG_Tempor;76 28 146
G_Temporal_Inf;lG_Tempor;132 0 152
G_Temporal_Inf;rG_Tempor;252 140 108
G_Temporal_Inf;lG_Tempor;170 252 32
G_Temporal_Inf;rG_Tempor;132 184 250
G_Temporal_Inf;lG_Tempor;188 2 252
G_Temporal_Inf;rG_Tempor;30 6 82
G_Temporal_Pole_Sup;lG_Tempor;98 48 18
G_Temporal_Pole_Sup;rG_Tempor;20 232 122
G_Temporal_Pole_Sup;lG_Tempor;150 246 226
G_Temporal_Pole_Sup;rG_Tempor;38 210 136
G_Temporal_Pole_Mid;lG_Tempor;192 2 36
G_Temporal_Pole_Mid;rG_Tempor;172 250 34
G_Temporal_Pole_Mid;lG_Tempor;156 14 252
G_Temporal_Pole_Mid;rG_Tempor;120 196 218
G_Temporal_Pole_Mid;lG_Tempor;202 116 56
G_Temporal_Pole_Mid;rG_Tempor;72 118 106
G_Frontal_Sup_Medial;lG_Fronta;82 168 170
G_Frontal_Sup_Medial;rG_Fronta;118 66 18
G_Frontal_Sup_Medial;lG_Fronta;150 220 60
G_Frontal_Sup_Medial;rG_Fronta;174 98 246
G_Frontal_Sup_Medial;lG_Fronta;48 180 146
G_Frontal_Sup_Medial;rG_Fronta;160 140 220
S_Anterior_Rostral;lS_Anteri;92 248 144
S_Anterior_Rostral;rS_Anteri;190 10 146
G_Frontal_Med_Orb;lG_Fronta;32 96 226
G_Frontal_Med_Orb;rG_Fronta;250 24 2
G_Frontal_Med_Orb;lG_Fronta;48 244 210
G_Frontal_Med_Orb;rG_Fronta;72 50 248
G_subcallosal;lG_subcal;192 188 20
G_subcallosal;rG_subcal;32 178 182
G_Supp_Motor_Area;lG_Supp_M;106 152 246
G_Supp_Motor_Area;rG_Supp_M;82 226 244
G_Supp_Motor_Area;lG_Supp_M;212 108 0
G_Supp_Motor_Area;rG_Supp_M;194 248 164
G_Supp_Motor_Area;lG_Supp_M;116 196 150
G_Supp_Motor_Area;rG_Supp_M;116 70 32
S_Cingulate;lS_Cingul;30 122 16
S_Cingulate;rS_Cingul;252 176 242
S_Cingulate;lS_Cingul;182 160 120
S_Cingulate;rS_Cingul;206 188 76
S_Cingulate;lS_Cingul;14 88 242
S_Cingulate;rS_Cingul;186 234 104
S_Cingulate;lS_Cingul;4 8 144
S_Cingulate;rS_Cingul;4 110 246
S_Cingulate;lS_Cingul;54 130 214
S_Cingulate;rS_Cingul;20 100 16
S_Cingulate;lS_Cingul;160 176 162
S_Cingulate;rS_Cingul;240 12 84
S_Cingulate;lS_Cingul;172 76 34
S_Cingulate;rS_Cingul;50 220 116
G_Cingulum_Ant;lG_Cingul;58 130 18
G_Cingulum_Ant;rG_Cingul;74 190 144
G_Cingulum_Ant;lG_Cingul;198 210 2
G_Cingulum_Ant;rG_Cingul;144 136 176
G_Cingulum_Mid;lG_Cingul;14 172 54
G_Cingulum_Mid;rG_Cingul;56 198 226
G_Cingulum_Mid;lG_Cingul;226 24 126
G_Cingulum_Mid;rG_Cingul;130 124 24
G_Cingulum_Mid;lG_Cingul;234 24 206
G_Cingulum_Mid;rG_Cingul;92 108 240
G_Cingulum_Post;lG_Cingul;38 154 32
G_Cingulum_Post;rG_Cingul;236 114 0
G_Cingulum_Post;lG_Cingul;232 108 88
G_Cingulum_Post;rG_Cingul;86 138 248
G_Cingulum_Post;lG_Cingul;90 150 40
G_Cingulum_Post;rG_Cingul;232 230 30
G_Paracentral_Lobule;lG_Parace;2 146 98
G_Paracentral_Lobule;rG_Parace;210 236 246
G_Paracentral_Lobule;lG_Parace;224 68 88
G_Paracentral_Lobule;rG_Parace;20 90 42
G_Paracentral_Lobule;lG_Parace;10 92 166
G_Paracentral_Lobule;rG_Parace;40 112 58
G_Paracentral_Lobule;lG_Parace;254 236 54
G_Paracentral_Lobule;rG_Parace;138 124 224
G_Precuneus;lG_Precun;136 148 194
G_Precuneus;rG_Precun;8 80 104
G_Precuneus;lG_Precun;72 142 110
G_Precuneus;rG_Precun;170 82 244
G_Precuneus;lG_Precun;198 206 90
G_Precuneus;rG_Precun;138 52 6
G_Precuneus;lG_Precun;114 230 176
G_Precuneus;rG_Precun;108 84 176
G_Precuneus;lG_Precun;190 222 54
G_Precuneus;rG_Precun;200 248 78
G_Precuneus;lG_Precun;98 68 106
G_Precuneus;rG_Precun;92 62 210
G_Precuneus;lG_Precun;16 70 40
G_Precuneus;rG_Precun;164 184 90
G_Precuneus;lG_Precun;158 104 24
G_Precuneus;rG_Precun;192 224 198
G_Precuneus;lG_Precun;96 148 208
G_Precuneus;rG_Precun;66 142 254
S_Parietooccipital;lS_Pariet;84 252 152
S_Parietooccipital;rS_Pariet;182 60 102
S_Parietooccipital;lS_Pariet;146 96 100
S_Parietooccipital;rS_Pariet;200 130 252
S_Parietooccipital;lS_Pariet;26 2 88
S_Parietooccipital;rS_Pariet;190 52 252
S_Parietooccipital;lS_Pariet;186 152 162
S_Parietooccipital;rS_Pariet;254 242 126
S_Parietooccipital;lS_Pariet;232 126 116
S_Parietooccipital;rS_Pariet;14 202 114
S_Parietooccipital;lS_Pariet;140 218 122
S_Parietooccipital;rS_Pariet;42 44 204
G_Cuneus;lG_Cuneus;126 40 88
G_Cuneus;rG_Cuneus;192 50 156
G_Cuneus;lG_Cuneus;202 20 246
G_Cuneus;rG_Cuneus;148 94 252
G_Calcarine;lG_Calcar;164 42 100
G_Calcarine;rG_Calcar;250 132 36
G_Calcarine;lG_Calcar;192 164 82
G_Calcarine;rG_Calcar;112 244 90
G_Calcarine;lG_Calcar;64 38 44
G_Calcarine;rG_Calcar;100 210 192
G_Lingual;lG_Lingua;48 46 252
G_Lingual;rG_Lingua;250 104 170
G_Lingual;lG_Lingua;246 154 154
G_Lingual;rG_Lingua;246 180 84
G_Lingual;lG_Lingua;250 30 212
G_Lingual;rG_Lingua;98 36 148
G_Lingual;lG_Lingua;42 104 220
G_Lingual;rG_Lingua;212 24 202
G_Lingual;lG_Lingua;232 164 34
G_Lingual;rG_Lingua;50 118 206
G_Lingual;lG_Lingua;116 16 106
G_Lingual;rG_Lingua;128 32 168
G_Hippocampus;lG_Hippoc;32 10 94
G_Hippocampus;rG_Hippoc;182 86 112
G_Hippocampus;lG_Hippoc;90 56 156
G_Hippocampus;rG_Hippoc;158 26 28
G_ParaHippocampal;lG_ParaHi;148 40 130
G_ParaHippocampal;rG_ParaHi;102 42 234
G_ParaHippocampal;lG_ParaHi;210 58 242
G_ParaHippocampal;rG_ParaHi;122 224 224
G_ParaHippocampal;lG_ParaHi;70 74 172
G_ParaHippocampal;rG_ParaHi;88 46 156
G_ParaHippocampal;lG_ParaHi;184 32 178
G_ParaHippocampal;rG_ParaHi;52 172 244
G_ParaHippocampal;lG_ParaHi;64 142 78
G_ParaHippocampal;rG_ParaHi;54 220 20
G_Fusiform;lG_Fusifo;156 234 156
G_Fusiform;rG_Fusifo;54 132 152
G_Fusiform;lG_Fusifo;16 150 100
G_Fusiform;rG_Fusifo;114 44 78
G_Fusiform;lG_Fusifo;108 54 164
G_Fusiform;rG_Fusifo;44 162 242
G_Fusiform;lG_Fusifo;228 138 236
G_Fusiform;rG_Fusifo;80 36 10
G_Fusiform;lG_Fusifo;224 62 20
G_Fusiform;rG_Fusifo;108 52 240
G_Fusiform;lG_Fusifo;78 246 148
G_Fusiform;rG_Fusifo;74 164 148
G_Fusiform;lG_Fusifo;92 78 166
G_Fusiform;rG_Fusifo;72 196 158
N_Amygdala;lN_Amygda;28 80 190
N_Amygdala;rN_Amygda;132 192 170
N_Caudate;lN_Caudat;240 104 104
N_Caudate;rN_Caudat;36 34 230
N_Caudate;lN_Caudat;248 22 42
N_Caudate;rN_Caudat;28 154 254
N_Caudate;lN_Caudat;12 244 166
N_Caudate;rN_Caudat;180 64 24
N_Caudate;lN_Caudat;94 90 224
N_Caudate;rN_Caudat;174 138 8
N_Caudate;lN_Caudat;172 48 188
N_Caudate;rN_Caudat;40 208 56
N_Caudate;lN_Caudat;84 204 110
N_Caudate;rN_Caudat;48 22 14
N_Caudate;lN_Caudat;200 8 70
N_Caudate;rN_Caudat;216 208 250
N_Pallidum;lN_Pallid;2 150 12
N_Pallidum;rN_Pallid;218 158 196
N_Putamen;lN_Putame;150 108 204
N_Putamen;rN_Putame;96 98 146
N_Putamen;lN_Putame;20 132 94
N_Putamen;rN_Putame;92 192 16
N_Thalamus;lN_Thalam;54 228 22
N_Thalamus;rN_Thalam;50 44 218
N_Thalamus;lN_Thalam;150 230 48
N_Thalamus;rN_Thalam;46 186 168
N_Thalamus;lN_Thalam;184 104 76
N_Thalamus;rN_Thalam;34 248 114
N_Thalamus;lN_Thalam;212 116 148
N_Thalamus;rN_Thalam;24 178 188
N_Thalamus;lN_Thalam;48 204 140
N_Thalamus;rN_Thalam;72 134 44
N_Thalamus;lN_Thalam;174 116 176
N_Thalamus;rN_Thalam;206 228 172
N_Thalamus;lN_Thalam;16 62 46
N_Thalamus;rN_Thalam;30 46 12
N_Thalamus;lN_Thalam;218 92 64
N_Thalamus;rN_Thalam;190 124 200
N_Thalamus;lN_Thalam;72 212 140
N_Thalamus;rN_Thalam;248 232 110